titulo,texto,data,fonte,url,origem,aspecto,sentimento,analises_detalhadas,relevancia,candidatos,regiao,tema,candidatos_mencionados
Cláudio Castro propõe medidas sobre inflação em São Paulo,"Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a inflação. Durante evento em São Paulo, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-05-29,G1,https://exemplo.com/g1/inflação/3,G1 - Política,outros,neutro,"[{'texto': 'Cláudio Castro propõe medidas sobre inflação em São Paulo', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em São Paulo, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,São Paulo,inflação,"['Cláudio Castro', 'Rodrigo Pacheco']"
Tarcísio de Freitas anuncia medidas sobre educação em Bahia,"Em pronunciamento hoje, Tarcísio de Freitas anuncia um conjunto de medidas relacionadas a educação. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-28,G1,https://exemplo.com/g1/educação/4,G1 - Política,outros,neutro,"[{'texto': 'Tarcísio de Freitas anuncia medidas sobre educação em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas anuncia um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Bahia,educação,"['Tarcísio de Freitas', 'Eduardo Leite']"
Eduardo Leite anuncia medidas sobre educação em Centro-Oeste,"Em pronunciamento hoje, Eduardo Leite anuncia um conjunto de medidas relacionadas a educação. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-17,G1,https://exemplo.com/g1/educação/5,G1 - Política,outros,neutro,"[{'texto': 'Eduardo Leite anuncia medidas sobre educação em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite anuncia um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,educação,"['Eduardo Leite', 'Arthur Lira']"
Rodrigo Pacheco discute medidas sobre reforma em Amazonas,"Em pronunciamento hoje, Rodrigo Pacheco discute um conjunto de medidas relacionadas a reforma. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-05-10,G1,https://exemplo.com/g1/reforma/6,G1 - Política,outros,neutro,"[{'texto': 'Rodrigo Pacheco discute medidas sobre reforma em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco discute um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Amazonas,reforma,"['Rodrigo Pacheco', 'Arthur Lira']"
Cláudio Castro propõe medidas sobre economia em São Paulo,"Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a economia. Durante evento em São Paulo, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-30,G1,https://exemplo.com/g1/economia/7,G1 - Política,economia,neutro,"[{'texto': 'Cláudio Castro propõe medidas sobre economia em São Paulo', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em São Paulo, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,São Paulo,economia,"['Cláudio Castro', 'Lula']"
Tarcísio de Freitas defende medidas sobre corrupção em Centro-Oeste,"Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a corrupção. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-06-05,G1,https://exemplo.com/g1/corrupção/9,G1 - Política,outros,neutro,"[{'texto': 'Tarcísio de Freitas defende medidas sobre corrupção em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,corrupção,"['Tarcísio de Freitas', 'Rodrigo Pacheco']"
Cláudio Castro propõe medidas sobre eleições em Amazonas,"Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a eleições. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-30,G1,https://exemplo.com/g1/eleições/10,G1 - Política,outros,neutro,"[{'texto': 'Cláudio Castro propõe medidas sobre eleições em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro propõe um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Amazonas,eleições,"['Cláudio Castro', 'Tarcísio de Freitas']"
Tarcísio de Freitas apresenta medidas sobre corrupção em Centro-Oeste,"Em pronunciamento hoje, Tarcísio de Freitas apresenta um conjunto de medidas relacionadas a corrupção. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-06-03,BBC,https://exemplo.com/bbc/corrupção/1,BBC Brasil,outros,neutro,"[{'texto': 'Tarcísio de Freitas apresenta medidas sobre corrupção em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas apresenta um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,corrupção,"['Tarcísio de Freitas', 'Cláudio Castro']"
Arthur Lira aprova medidas sobre inflação em Sul,"Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a inflação. Durante evento em Sul, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-27,BBC,https://exemplo.com/bbc/inflação/2,BBC Brasil,outros,neutro,"[{'texto': 'Arthur Lira aprova medidas sobre inflação em Sul', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Sul, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Sul,inflação,"['Arthur Lira', 'Tarcísio de Freitas']"
Eduardo Leite discute medidas sobre congresso em Brasília,"Em pronunciamento hoje, Eduardo Leite discute um conjunto de medidas relacionadas a congresso. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-05-17,BBC,https://exemplo.com/bbc/congresso/3,BBC Brasil,congresso,neutro,"[{'texto': 'Eduardo Leite discute medidas sobre congresso em Brasília', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Eduardo Leite discute um conjunto de medidas relacionadas a congresso.', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,congresso,"['Eduardo Leite', 'Lula']"
Eduardo Leite propõe medidas sobre corrupção em Brasília,"Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a corrupção. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-05-14,BBC,https://exemplo.com/bbc/corrupção/4,BBC Brasil,outros,neutro,"[{'texto': 'Eduardo Leite propõe medidas sobre corrupção em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Brasília,corrupção,"['Eduardo Leite', 'Rodrigo Pacheco']"
Rodrigo Pacheco questiona medidas sobre reforma em Minas Gerais,"Em pronunciamento hoje, Rodrigo Pacheco questiona um conjunto de medidas relacionadas a reforma. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. ",2025-05-22,BBC,https://exemplo.com/bbc/reforma/5,BBC Brasil,outros,neutro,"[{'texto': 'Rodrigo Pacheco questiona medidas sobre reforma em Minas Gerais', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco questiona um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Minas Gerais,reforma,"['Rodrigo Pacheco', 'Cláudio Castro']"
Tarcísio de Freitas defende medidas sobre segurança em Bahia,"Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a segurança. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. O projeto pretende aumentar o efetivo policial e modernizar equipamentos. ",2025-05-12,BBC,https://exemplo.com/bbc/segurança/6,BBC Brasil,outros,neutro,"[{'texto': 'Tarcísio de Freitas defende medidas sobre segurança em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a segurança.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O projeto pretende aumentar o efetivo policial e modernizar equipamentos.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Bahia,segurança,"['Tarcísio de Freitas', 'Eduardo Leite']"
Arthur Lira discute medidas sobre judiciário em Norte,"Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a judiciário. Durante evento em Norte, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-06-07,BBC,https://exemplo.com/bbc/judiciário/7,BBC Brasil,outros,neutro,"[{'texto': 'Arthur Lira discute medidas sobre judiciário em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a judiciário.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Norte,judiciário,"['Arthur Lira', 'Lula']"
Rodrigo Pacheco critica medidas sobre reforma em Nordeste,"Em pronunciamento hoje, Rodrigo Pacheco critica um conjunto de medidas relacionadas a reforma. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-05-19,BBC,https://exemplo.com/bbc/reforma/8,BBC Brasil,outros,neutro,"[{'texto': 'Rodrigo Pacheco critica medidas sobre reforma em Nordeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco critica um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Nordeste,reforma,"['Rodrigo Pacheco', 'Arthur Lira']"
Cláudio Castro critica medidas sobre reforma em Brasília,"Em pronunciamento hoje, Cláudio Castro critica um conjunto de medidas relacionadas a reforma. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-05-30,BBC,https://exemplo.com/bbc/reforma/9,BBC Brasil,outros,neutro,"[{'texto': 'Cláudio Castro critica medidas sobre reforma em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro critica um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,reforma,"['Cláudio Castro', 'Rodrigo Pacheco']"
Lula rejeita medidas sobre corrupção em Brasília,"Em pronunciamento hoje, Lula rejeita um conjunto de medidas relacionadas a corrupção. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-05-24,BBC,https://exemplo.com/bbc/corrupção/10,BBC Brasil,outros,neutro,"[{'texto': 'Lula rejeita medidas sobre corrupção em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula rejeita um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Brasília,corrupção,"['Lula', 'Arthur Lira']"
Eduardo Leite apresenta medidas sobre congresso em Minas Gerais,"Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a congresso. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-25,BBC,https://exemplo.com/bbc/congresso/11,BBC Brasil,congresso,neutro,"[{'texto': 'Eduardo Leite apresenta medidas sobre congresso em Minas Gerais', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a congresso.', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Minas Gerais,congresso,"['Eduardo Leite', 'Tarcísio de Freitas']"
Rodrigo Pacheco apresenta medidas sobre corrupção em Nordeste,"Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a corrupção. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-05-25,BBC,https://exemplo.com/bbc/corrupção/12,BBC Brasil,outros,neutro,"[{'texto': 'Rodrigo Pacheco apresenta medidas sobre corrupção em Nordeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Nordeste,corrupção,"['Rodrigo Pacheco', 'Cláudio Castro']"
Rodrigo Pacheco anuncia medidas sobre reforma em Norte,"Em pronunciamento hoje, Rodrigo Pacheco anuncia um conjunto de medidas relacionadas a reforma. Durante evento em Norte, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-06-04,BBC,https://exemplo.com/bbc/reforma/13,BBC Brasil,outros,neutro,"[{'texto': 'Rodrigo Pacheco anuncia medidas sobre reforma em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco anuncia um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Norte,reforma,"['Rodrigo Pacheco', 'Arthur Lira']"
Rodrigo Pacheco apresenta medidas sobre educação em Minas Gerais,"Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a educação. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-20,BBC,https://exemplo.com/bbc/educação/14,BBC Brasil,outros,neutro,"[{'texto': 'Rodrigo Pacheco apresenta medidas sobre educação em Minas Gerais', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco apresenta um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Minas Gerais,educação,"['Rodrigo Pacheco', 'Tarcísio de Freitas']"
Arthur Lira veta medidas sobre saúde em Amazonas,"Em pronunciamento hoje, Arthur Lira veta um conjunto de medidas relacionadas a saúde. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-06-06,BBC,https://exemplo.com/bbc/saúde/15,BBC Brasil,outros,neutro,"[{'texto': 'Arthur Lira veta medidas sobre saúde em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira veta um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Amazonas,saúde,"['Arthur Lira', 'Lula']"
Lula discute medidas sobre inflação em Brasília,"Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a inflação. Durante evento em Brasília, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-27,UOL,https://exemplo.com/uol/inflação/1,UOL Notícias,outros,neutro,"[{'texto': 'Lula discute medidas sobre inflação em Brasília', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Brasília, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Brasília,inflação,"['Lula', 'Tarcísio de Freitas']"
Eduardo Leite apresenta medidas sobre inflação em Bahia,"Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a inflação. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-05-10,UOL,https://exemplo.com/uol/inflação/2,UOL Notícias,outros,neutro,"[{'texto': 'Eduardo Leite apresenta medidas sobre inflação em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite apresenta um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Bahia,inflação,"['Eduardo Leite', 'Arthur Lira']"
